Frequency (eV),Frequency (meV),vDOS Total,Frequency (eV),Frequency (meV),vDOS Crystalline,Frequency (eV),Frequency (meV),vDOS Amorphous
0.076575,76.575,20.752,0.076575,76.575,5.4363,0.076575,76.575,31.544
0.076812,76.812,22.245,0.076812,76.812,5.3025,0.076812,76.812,34.183
0.077048,77.048,19.039,0.077048,77.048,6.3212,0.077048,77.048,28
0.077284,77.284,20.107,0.077284,77.284,6.636,0.077284,77.284,29.598
0.077521,77.521,17.098,0.077521,77.521,7.8221,0.077521,77.521,23.634
0.077757,77.757,28.729,0.077757,77.757,9.164,0.077757,77.757,42.515
0.077994,77.994,26.501,0.077994,77.994,9.8429,0.077994,77.994,38.237
0.07823,78.23,19.838,0.07823,78.23,10.301,0.07823,78.23,26.558
0.078466,78.466,22.228,0.078466,78.466,10.269,0.078466,78.466,30.654
0.078703,78.703,18.9,0.078703,78.703,12.949,0.078703,78.703,23.093
0.078939,78.939,18.138,0.078939,78.939,11.551,0.078939,78.939,22.779
0.079175,79.175,22.745,0.079175,79.175,14.46,0.079175,79.175,28.582
0.079412,79.412,26.381,0.079412,79.412,23.579,0.079412,79.412,28.355
0.079648,79.648,27.072,0.079648,79.648,18.892,0.079648,79.648,32.836
0.079884,79.884,26.896,0.079884,79.884,16.708,0.079884,79.884,34.074
0.080121,80.121,31.669,0.080121,80.121,29.588,0.080121,80.121,33.135
0.080357,80.357,39.019,0.080357,80.357,48.312,0.080357,80.357,32.471
0.080593,80.593,37.911,0.080593,80.593,44.764,0.080593,80.593,33.083
0.08083,80.83,30.611,0.08083,80.83,24.292,0.08083,80.83,35.064
0.081066,81.066,31.985,0.081066,81.066,29.701,0.081066,81.066,33.594
0.081302,81.302,26.895,0.081302,81.302,28.239,0.081302,81.302,25.948
0.081539,81.539,22.397,0.081539,81.539,23.728,0.081539,81.539,21.459
0.081775,81.775,28.39,0.081775,81.775,35.369,0.081775,81.775,23.472
0.082011,82.011,29.973,0.082011,82.011,40.561,0.082011,82.011,22.512
0.082248,82.248,37.636,0.082248,82.248,46.24,0.082248,82.248,31.573
0.082484,82.484,39.601,0.082484,82.484,44.095,0.082484,82.484,36.436
0.08272,82.72,29.461,0.08272,82.72,29.64,0.08272,82.72,29.336
0.082957,82.957,24.43,0.082957,82.957,26.357,0.082957,82.957,23.072
0.083193,83.193,28.087,0.083193,83.193,36.337,0.083193,83.193,22.275
0.083429,83.429,27.228,0.083429,83.429,27.251,0.083429,83.429,27.211
0.083666,83.666,28.014,0.083666,83.666,26.5,0.083666,83.666,29.081
0.083902,83.902,26.581,0.083902,83.902,26.273,0.083902,83.902,26.798
0.084138,84.138,28.426,0.084138,84.138,27.254,0.084138,84.138,29.251
0.084375,84.375,31.017,0.084375,84.375,31.901,0.084375,84.375,30.395
0.084611,84.611,30.174,0.084611,84.611,30.786,0.084611,84.611,29.743
0.084847,84.847,35.442,0.084847,84.847,37.919,0.084847,84.847,33.696
0.085084,85.084,30.833,0.085084,85.084,34.449,0.085084,85.084,28.285
0.08532,85.32,30.687,0.08532,85.32,31.718,0.08532,85.32,29.96
0.085557,85.557,32.994,0.085557,85.557,37.31,0.085557,85.557,29.953
0.085793,85.793,31.561,0.085793,85.793,38.975,0.085793,85.793,26.338
0.086029,86.029,22.007,0.086029,86.029,26.011,0.086029,86.029,19.186
0.086266,86.266,17.308,0.086266,86.266,20.86,0.086266,86.266,14.806
0.086502,86.502,25.294,0.086502,86.502,24.869,0.086502,86.502,25.593
0.086738,86.738,29.247,0.086738,86.738,24.184,0.086738,86.738,32.814
0.086975,86.975,30.054,0.086975,86.975,26.328,0.086975,86.975,32.679
0.087211,87.211,27.993,0.087211,87.211,27.642,0.087211,87.211,28.24
0.087447,87.447,25.992,0.087447,87.447,25.603,0.087447,87.447,26.267
0.087684,87.684,27.654,0.087684,87.684,28.289,0.087684,87.684,27.206
0.08792,87.92,28.299,0.08792,87.92,29.277,0.08792,87.92,27.61
0.088156,88.156,29.358,0.088156,88.156,35.418,0.088156,88.156,25.088
0.088393,88.393,29.607,0.088393,88.393,36.76,0.088393,88.393,24.567
0.088629,88.629,33.331,0.088629,88.629,39.691,0.088629,88.629,28.85
0.088865,88.865,36.155,0.088865,88.865,42.617,0.088865,88.865,31.603
0.089102,89.102,38.805,0.089102,89.102,41.781,0.089102,89.102,36.708
0.089338,89.338,40.745,0.089338,89.338,40.715,0.089338,89.338,40.766
0.089574,89.574,42.688,0.089574,89.574,40.486,0.089574,89.574,44.24
0.089811,89.811,38.91,0.089811,89.811,37.537,0.089811,89.811,39.878
0.090047,90.047,27.768,0.090047,90.047,28.262,0.090047,90.047,27.419
0.090283,90.283,26.232,0.090283,90.283,26.777,0.090283,90.283,25.849
0.09052,90.52,24.918,0.09052,90.52,23.952,0.09052,90.52,25.598
0.090756,90.756,22.952,0.090756,90.756,19.276,0.090756,90.756,25.541
0.090992,90.992,27.253,0.090992,90.992,21.575,0.090992,90.992,31.253
0.091229,91.229,25.916,0.091229,91.229,19.811,0.091229,91.229,30.218
0.091465,91.465,20.787,0.091465,91.465,21.229,0.091465,91.465,20.474
0.091701,91.701,23.416,0.091701,91.701,22.432,0.091701,91.701,24.11
0.091938,91.938,20.479,0.091938,91.938,18.201,0.091938,91.938,22.083
0.092174,92.174,24.024,0.092174,92.174,21.551,0.092174,92.174,25.766
0.092411,92.411,26.634,0.092411,92.411,24.042,0.092411,92.411,28.461
0.092647,92.647,29.471,0.092647,92.647,25.782,0.092647,92.647,32.071
0.092883,92.883,26.723,0.092883,92.883,23.633,0.092883,92.883,28.9
0.09312,93.12,23.836,0.09312,93.12,27.245,0.09312,93.12,21.435
0.093356,93.356,24.682,0.093356,93.356,25.095,0.093356,93.356,24.392
0.093592,93.592,24.233,0.093592,93.592,23.457,0.093592,93.592,24.779
0.093829,93.829,22.304,0.093829,93.829,23.531,0.093829,93.829,21.44
0.094065,94.065,22.931,0.094065,94.065,20.874,0.094065,94.065,24.38
0.094301,94.301,27.65,0.094301,94.301,23.051,0.094301,94.301,30.89
0.094538,94.538,28.896,0.094538,94.538,24.478,0.094538,94.538,32.008
0.094774,94.774,27.364,0.094774,94.774,23.945,0.094774,94.774,29.773
0.09501,95.01,30.835,0.09501,95.01,28.621,0.09501,95.01,32.395
0.095247,95.247,22.949,0.095247,95.247,26.998,0.095247,95.247,20.095
0.095483,95.483,22.539,0.095483,95.483,22.439,0.095483,95.483,22.609
0.095719,95.719,30.083,0.095719,95.719,24.683,0.095719,95.719,33.888
0.095956,95.956,25.265,0.095956,95.956,23.836,0.095956,95.956,26.272
0.096192,96.192,28.12,0.096192,96.192,33.363,0.096192,96.192,24.427
0.096428,96.428,36.573,0.096428,96.428,46.691,0.096428,96.428,29.445
0.096665,96.665,28.616,0.096665,96.665,25.728,0.096665,96.665,30.651
0.096901,96.901,22.331,0.096901,96.901,22.515,0.096901,96.901,22.201
0.097137,97.137,27.596,0.097137,97.137,31.464,0.097137,97.137,24.87
0.097374,97.374,24.248,0.097374,97.374,20.268,0.097374,97.374,27.053
0.09761,97.61,26.93,0.09761,97.61,28.56,0.09761,97.61,25.781
0.097846,97.846,32.034,0.097846,97.846,38.938,0.097846,97.846,27.17
0.098083,98.083,25.736,0.098083,98.083,27.548,0.098083,98.083,24.46
0.098319,98.319,22.184,0.098319,98.319,17.594,0.098319,98.319,25.418
0.098555,98.555,25.929,0.098555,98.555,20.367,0.098555,98.555,29.848
0.098792,98.792,25.845,0.098792,98.792,22.829,0.098792,98.792,27.971
0.099028,99.028,25.125,0.099028,99.028,27.382,0.099028,99.028,23.535
0.099264,99.264,25.256,0.099264,99.264,25.26,0.099264,99.264,25.254
0.099501,99.501,31.821,0.099501,99.501,36.542,0.099501,99.501,28.495
0.099737,99.737,30.745,0.099737,99.737,40.609,0.099737,99.737,23.795
0.099974,99.974,23.776,0.099974,99.974,28.872,0.099974,99.974,20.185
0.10021,100.21,22.904,0.10021,100.21,27.127,0.10021,100.21,19.928
0.10045,100.45,26.045,0.10045,100.45,26.685,0.10045,100.45,25.594
0.10068,100.68,29.97,0.10068,100.68,35.124,0.10068,100.68,26.339
0.10092,100.92,30.655,0.10092,100.92,37.548,0.10092,100.92,25.799
0.10116,101.16,26.267,0.10116,101.16,32.312,0.10116,101.16,22.008
0.10139,101.39,26.923,0.10139,101.39,29.924,0.10139,101.39,24.809
0.10163,101.63,26.726,0.10163,101.63,20.591,0.10163,101.63,31.048
0.10186,101.86,25.97,0.10186,101.86,21.114,0.10186,101.86,29.392
0.1021,102.1,28.589,0.1021,102.1,31.156,0.1021,102.1,26.779
0.10234,102.34,26.668,0.10234,102.34,31.029,0.10234,102.34,23.595
0.10257,102.57,21.185,0.10257,102.57,19.483,0.10257,102.57,22.384
0.10281,102.81,19.059,0.10281,102.81,14.788,0.10281,102.81,22.068
0.10305,103.05,23.033,0.10305,103.05,21.261,0.10305,103.05,24.282
0.10328,103.28,23.636,0.10328,103.28,19.946,0.10328,103.28,26.236
0.10352,103.52,28.058,0.10352,103.52,22.307,0.10352,103.52,32.109
0.10376,103.76,27.684,0.10376,103.76,23.577,0.10376,103.76,30.577
0.10399,103.99,25.104,0.10399,103.99,24.609,0.10399,103.99,25.453
0.10423,104.23,27.872,0.10423,104.23,26.667,0.10423,104.23,28.721
0.10446,104.46,22.68,0.10446,104.46,22.49,0.10446,104.46,22.814
0.1047,104.7,22.803,0.1047,104.7,22.486,0.1047,104.7,23.026
0.10494,104.94,29.106,0.10494,104.94,30.993,0.10494,104.94,27.776
0.10517,105.17,23.582,0.10517,105.17,24.721,0.10517,105.17,22.78
0.10541,105.41,25.589,0.10541,105.41,21.318,0.10541,105.41,28.598
0.10565,105.65,27.606,0.10565,105.65,24.086,0.10565,105.65,30.086
0.10588,105.88,28.454,0.10588,105.88,33.508,0.10588,105.88,24.893
0.10612,106.12,28.722,0.10612,106.12,35.412,0.10612,106.12,24.008
0.10635,106.35,22.531,0.10635,106.35,21.7,0.10635,106.35,23.117
0.10659,106.59,23.654,0.10659,106.59,21.744,0.10659,106.59,24.999
0.10683,106.83,23.801,0.10683,106.83,23.529,0.10683,106.83,23.993
0.10706,107.06,35.217,0.10706,107.06,47.504,0.10706,107.06,26.56
0.1073,107.3,33.977,0.1073,107.3,43.779,0.1073,107.3,27.07
0.10754,107.54,24.788,0.10754,107.54,24.974,0.10754,107.54,24.657
0.10777,107.77,21.673,0.10777,107.77,26.693,0.10777,107.77,18.137
0.10801,108.01,23.736,0.10801,108.01,27.396,0.10801,108.01,21.158
0.10825,108.25,24.05,0.10825,108.25,24.329,0.10825,108.25,23.853
0.10848,108.48,21.065,0.10848,108.48,21.63,0.10848,108.48,20.667
0.10872,108.72,23.299,0.10872,108.72,25.717,0.10872,108.72,21.596
0.10895,108.95,26.574,0.10895,108.95,24.283,0.10895,108.95,28.187
0.10919,109.19,27.807,0.10919,109.19,23.319,0.10919,109.19,30.97
0.10943,109.43,31.014,0.10943,109.43,35.612,0.10943,109.43,27.775
0.10966,109.66,32.967,0.10966,109.66,39.187,0.10966,109.66,28.585
0.1099,109.9,28.712,0.1099,109.9,36.304,0.1099,109.9,23.364
0.11014,110.14,30.097,0.11014,110.14,38.443,0.11014,110.14,24.217
0.11037,110.37,28.368,0.11037,110.37,35.144,0.11037,110.37,23.594
0.11061,110.61,24.178,0.11061,110.61,29.374,0.11061,110.61,20.517
0.11085,110.85,32.909,0.11085,110.85,40.468,0.11085,110.85,27.583
0.11108,111.08,38.043,0.11108,111.08,44.874,0.11108,111.08,33.23
0.11132,111.32,34.984,0.11132,111.32,31.651,0.11132,111.32,37.333
0.11155,111.55,33.061,0.11155,111.55,26.45,0.11155,111.55,37.719
0.11179,111.79,24.559,0.11179,111.79,25.941,0.11179,111.79,23.585
0.11203,112.03,20.523,0.11203,112.03,19.705,0.11203,112.03,21.099
0.11226,112.26,20.131,0.11226,112.26,16.419,0.11226,112.26,22.746
0.1125,112.5,19.949,0.1125,112.5,22.46,0.1125,112.5,18.18
0.11274,112.74,25.024,0.11274,112.74,25.372,0.11274,112.74,24.779
0.11297,112.97,27.57,0.11297,112.97,29.562,0.11297,112.97,26.166
0.11321,113.21,25.618,0.11321,113.21,28.755,0.11321,113.21,23.409
0.11345,113.45,30.976,0.11345,113.45,27.302,0.11345,113.45,33.564
0.11368,113.68,31.139,0.11368,113.68,28.096,0.11368,113.68,33.283
0.11392,113.92,29.749,0.11392,113.92,35.044,0.11392,113.92,26.018
0.11415,114.15,27.511,0.11415,114.15,35.82,0.11415,114.15,21.657
0.11439,114.39,24.881,0.11439,114.39,30.148,0.11439,114.39,21.17
0.11463,114.63,23.952,0.11463,114.63,28.303,0.11463,114.63,20.887
0.11486,114.86,21.115,0.11486,114.86,23.917,0.11486,114.86,19.141
0.1151,115.1,18.941,0.1151,115.1,20.988,0.1151,115.1,17.498
0.11534,115.34,15.863,0.11534,115.34,18.02,0.11534,115.34,14.343
0.11557,115.57,20.042,0.11557,115.57,19.891,0.11557,115.57,20.148
0.11581,115.81,24.587,0.11581,115.81,23.068,0.11581,115.81,25.658
0.11604,116.04,23.584,0.11604,116.04,22.782,0.11604,116.04,24.148
0.11628,116.28,21.851,0.11628,116.28,25.992,0.11628,116.28,18.934
0.11652,116.52,20.806,0.11652,116.52,22.857,0.11652,116.52,19.36
0.11675,116.75,24.142,0.11675,116.75,21.718,0.11675,116.75,25.85
0.11699,116.99,24.876,0.11699,116.99,23.968,0.11699,116.99,25.515
0.11723,117.23,19.761,0.11723,117.23,19.393,0.11723,117.23,20.02
0.11746,117.46,17.803,0.11746,117.46,17.733,0.11746,117.46,17.853
0.1177,117.7,19.855,0.1177,117.7,21.797,0.1177,117.7,18.486
0.11794,117.94,20.774,0.11794,117.94,20.77,0.11794,117.94,20.777
0.11817,118.17,19.089,0.11817,118.17,17.403,0.11817,118.17,20.277
0.11841,118.41,22.626,0.11841,118.41,25.254,0.11841,118.41,20.775
0.11864,118.64,23.549,0.11864,118.64,26.417,0.11864,118.64,21.528
0.11888,118.88,24.622,0.11888,118.88,22.338,0.11888,118.88,26.231
0.11912,119.12,21.115,0.11912,119.12,20.806,0.11912,119.12,21.333
0.11935,119.35,20.932,0.11935,119.35,23.017,0.11935,119.35,19.462
0.11959,119.59,32.394,0.11959,119.59,31.454,0.11959,119.59,33.056
0.11983,119.83,30.445,0.11983,119.83,27.397,0.11983,119.83,32.592
0.12006,120.06,27.241,0.12006,120.06,28.711,0.12006,120.06,26.205
0.1203,120.3,24.774,0.1203,120.3,35.159,0.1203,120.3,17.458
0.12054,120.54,23.606,0.12054,120.54,29.296,0.12054,120.54,19.597
0.12077,120.77,25.796,0.12077,120.77,21.48,0.12077,120.77,28.838
0.12101,121.01,25.856,0.12101,121.01,24.873,0.12101,121.01,26.549
0.12124,121.24,27.04,0.12124,121.24,27.957,0.12124,121.24,26.394
0.12148,121.48,21.108,0.12148,121.48,21.083,0.12148,121.48,21.126
0.12172,121.72,16.324,0.12172,121.72,20.963,0.12172,121.72,13.055
0.12195,121.95,18.725,0.12195,121.95,19.095,0.12195,121.95,18.464
0.12219,122.19,18.243,0.12219,122.19,15.406,0.12219,122.19,20.243
0.12243,122.43,24.694,0.12243,122.43,27.578,0.12243,122.43,22.662
0.12266,122.66,28.114,0.12266,122.66,35.156,0.12266,122.66,23.152
0.1229,122.9,25.979,0.1229,122.9,28.412,0.1229,122.9,24.265
0.12314,123.14,26.767,0.12314,123.14,28.564,0.12314,123.14,25.5
0.12337,123.37,23.424,0.12337,123.37,21.798,0.12337,123.37,24.569
0.12361,123.61,24.336,0.12361,123.61,29.575,0.12361,123.61,20.645
0.12384,123.84,27.798,0.12384,123.84,35.983,0.12384,123.84,22.032
0.12408,124.08,28.591,0.12408,124.08,34.665,0.12408,124.08,24.311
0.12432,124.32,25.723,0.12432,124.32,37.121,0.12432,124.32,17.693
0.12455,124.55,24.493,0.12455,124.55,30.771,0.12455,124.55,20.07
0.12479,124.79,20.89,0.12479,124.79,24.343,0.12479,124.79,18.457
0.12503,125.03,16.136,0.12503,125.03,17.725,0.12503,125.03,15.017
0.12526,125.26,15.237,0.12526,125.26,17.735,0.12526,125.26,13.476
0.1255,125.5,18.597,0.1255,125.5,23.532,0.1255,125.5,15.119
0.12574,125.74,18.293,0.12574,125.74,21.09,0.12574,125.74,16.322
0.12597,125.97,14.399,0.12597,125.97,13.501,0.12597,125.97,15.032
0.12621,126.21,21.415,0.12621,126.21,22.585,0.12621,126.21,20.59
0.12644,126.44,24.673,0.12644,126.44,28.933,0.12644,126.44,21.672
0.12668,126.68,21.608,0.12668,126.68,24.455,0.12668,126.68,19.602
0.12692,126.92,20.788,0.12692,126.92,20.723,0.12692,126.92,20.834
0.12715,127.15,23.46,0.12715,127.15,29.742,0.12715,127.15,19.034
0.12739,127.39,19.518,0.12739,127.39,23.344,0.12739,127.39,16.823
0.12763,127.63,18.492,0.12763,127.63,21.116,0.12763,127.63,16.643
0.12786,127.86,19.896,0.12786,127.86,29.203,0.12786,127.86,13.339
0.1281,128.1,14.649,0.1281,128.1,21.273,0.1281,128.1,9.9817
0.12833,128.33,17.449,0.12833,128.33,25.829,0.12833,128.33,11.545
0.12857,128.57,16.264,0.12857,128.57,18.322,0.12857,128.57,14.814
0.12881,128.81,18.028,0.12881,128.81,17.287,0.12881,128.81,18.551
0.12904,129.04,20.247,0.12904,129.04,19.889,0.12904,129.04,20.499
0.12928,129.28,18.536,0.12928,129.28,16.399,0.12928,129.28,20.041
0.12952,129.52,17.76,0.12952,129.52,20.608,0.12952,129.52,15.753
0.12975,129.75,21.703,0.12975,129.75,29.759,0.12975,129.75,16.027
0.12999,129.99,22.407,0.12999,129.99,24.549,0.12999,129.99,20.898
0.13023,130.23,20.188,0.13023,130.23,21.352,0.13023,130.23,19.369
0.13046,130.46,18.437,0.13046,130.46,25.831,0.13046,130.46,13.227
0.1307,130.7,18.828,0.1307,130.7,21.996,0.1307,130.7,16.595
0.13093,130.93,22.677,0.13093,130.93,23.937,0.13093,130.93,21.79
0.13117,131.17,20.892,0.13117,131.17,19.49,0.13117,131.17,21.88
0.13141,131.41,21.229,0.13141,131.41,19.521,0.13141,131.41,22.433
0.13164,131.64,19.339,0.13164,131.64,18.583,0.13164,131.64,19.872
0.13188,131.88,21.11,0.13188,131.88,24.209,0.13188,131.88,18.928
0.13212,132.12,21.378,0.13212,132.12,26.114,0.13212,132.12,18.041
0.13235,132.35,16.594,0.13235,132.35,21.185,0.13235,132.35,13.359
0.13259,132.59,16.866,0.13259,132.59,16.523,0.13259,132.59,17.108
0.13283,132.83,16.156,0.13283,132.83,17.956,0.13283,132.83,14.887
0.13306,133.06,15.989,0.13306,133.06,23.16,0.13306,133.06,10.936
0.1333,133.3,16.443,0.1333,133.3,22.298,0.1333,133.3,12.318
0.13353,133.53,14.349,0.13353,133.53,20.73,0.13353,133.53,9.8529
0.13377,133.77,18.52,0.13377,133.77,22.455,0.13377,133.77,15.747
0.13401,134.01,19.429,0.13401,134.01,22.373,0.13401,134.01,17.354
0.13424,134.24,23.136,0.13424,134.24,22.168,0.13424,134.24,23.818
0.13448,134.48,22.131,0.13448,134.48,24.749,0.13448,134.48,20.287
0.13472,134.72,14.587,0.13472,134.72,18.258,0.13472,134.72,12.002
0.13495,134.95,15.308,0.13495,134.95,15.682,0.13495,134.95,15.045
0.13519,135.19,15.761,0.13519,135.19,20.404,0.13519,135.19,12.49
0.13543,135.43,13.485,0.13543,135.43,22.641,0.13543,135.43,7.0336
0.13566,135.66,11.99,0.13566,135.66,18.506,0.13566,135.66,7.3983
0.1359,135.9,14.051,0.1359,135.9,15.655,0.1359,135.9,12.922
0.13613,136.13,15.112,0.13613,136.13,17.393,0.13613,136.13,13.504
0.13637,136.37,15.424,0.13637,136.37,20.684,0.13637,136.37,11.717
0.13661,136.61,14.282,0.13661,136.61,19.897,0.13661,136.61,10.325
0.13684,136.84,15.939,0.13684,136.84,22.329,0.13684,136.84,11.436
0.13708,137.08,17.079,0.13708,137.08,24.221,0.13708,137.08,12.047
0.13732,137.32,15.681,0.13732,137.32,20.716,0.13732,137.32,12.134
0.13755,137.55,18.482,0.13755,137.55,26.937,0.13755,137.55,12.525
0.13779,137.79,15.185,0.13779,137.79,20.746,0.13779,137.79,11.266
0.13802,138.02,9.6116,0.13802,138.02,10.854,0.13802,138.02,8.736
0.13826,138.26,11.057,0.13826,138.26,16.073,0.13826,138.26,7.5236
0.1385,138.5,16.958,0.1385,138.5,28.559,0.1385,138.5,8.784
0.13873,138.73,19.22,0.13873,138.73,29.615,0.13873,138.73,11.897
0.13897,138.97,14.118,0.13897,138.97,21.272,0.13897,138.97,9.0768
0.13921,139.21,16.043,0.13921,139.21,23.982,0.13921,139.21,10.45
0.13944,139.44,17.941,0.13944,139.44,26.449,0.13944,139.44,11.946
0.13968,139.68,19.096,0.13968,139.68,19.878,0.13968,139.68,18.545
0.13992,139.92,20.127,0.13992,139.92,20.322,0.13992,139.92,19.99
0.14015,140.15,14.604,0.14015,140.15,19.409,0.14015,140.15,11.219
0.14039,140.39,13.207,0.14039,140.39,11.617,0.14039,140.39,14.327
0.14062,140.62,15.716,0.14062,140.62,20.946,0.14062,140.62,12.032
0.14086,140.86,15.737,0.14086,140.86,24.931,0.14086,140.86,9.2602
0.1411,141.1,13.605,0.1411,141.1,16.75,0.1411,141.1,11.388
0.14133,141.33,11.61,0.14133,141.33,16.937,0.14133,141.33,7.8566
0.14157,141.57,12.534,0.14157,141.57,15.714,0.14157,141.57,10.294
0.14181,141.81,11.406,0.14181,141.81,10.502,0.14181,141.81,12.043
0.14204,142.04,12.916,0.14204,142.04,17.713,0.14204,142.04,9.5369
0.14228,142.28,13.219,0.14228,142.28,23.207,0.14228,142.28,6.1816
0.14252,142.52,10.073,0.14252,142.52,18.926,0.14252,142.52,3.8354
0.14275,142.75,7.4067,0.14275,142.75,13.736,0.14275,142.75,2.9471
0.14299,142.99,9.5632,0.14299,142.99,18.285,0.14299,142.99,3.418
0.14322,143.22,12.805,0.14322,143.22,23.905,0.14322,143.22,4.9847
0.14346,143.46,13.72,0.14346,143.46,25.979,0.14346,143.46,5.0832
0.1437,143.7,14.01,0.1437,143.7,26.852,0.1437,143.7,4.9614
0.14393,143.93,9.603,0.14393,143.93,17.673,0.14393,143.93,3.9172
0.14417,144.17,9.1231,0.14417,144.17,16.549,0.14417,144.17,3.8911
0.14441,144.41,10.516,0.14441,144.41,21.217,0.14441,144.41,2.9775
0.14464,144.64,10.144,0.14464,144.64,19.297,0.14464,144.64,3.6946
0.14488,144.88,6.8032,0.14488,144.88,10.635,0.14488,144.88,4.1031
0.14512,145.12,5.9923,0.14512,145.12,10.806,0.14512,145.12,2.6006
0.14535,145.35,9.7049,0.14535,145.35,19.253,0.14535,145.35,2.9773
0.14559,145.59,8.3113,0.14559,145.59,16.063,0.14559,145.59,2.85
0.14582,145.82,4.8831,0.14582,145.82,9.1435,0.14582,145.82,1.8814
0.14606,146.06,5.8942,0.14606,146.06,11.205,0.14606,146.06,2.1526
0.1463,146.3,8.6728,0.1463,146.3,17.192,0.1463,146.3,2.6704
0.14653,146.53,6.9153,0.14653,146.53,13.796,0.14653,146.53,2.0675
0.14677,146.77,9.0237,0.14677,146.77,19.465,0.14677,146.77,1.6674
0.14701,147.01,11.161,0.14701,147.01,24.28,0.14701,147.01,1.9183
0.14724,147.24,9.4817,0.14724,147.24,20.612,0.14724,147.24,1.6394
0.14748,147.48,7.4738,0.14748,147.48,15.671,0.14748,147.48,1.6983
0.14771,147.71,7.3612,0.14771,147.71,15.489,0.14771,147.71,1.6348
0.14795,147.95,5.5356,0.14795,147.95,10.794,0.14795,147.95,1.831
0.14819,148.19,4.889,0.14819,148.19,9.8871,0.14819,148.19,1.3674
0.14842,148.42,6.3008,0.14842,148.42,13.349,0.14842,148.42,1.3349
0.14866,148.66,4.5479,0.14866,148.66,8.7205,0.14866,148.66,1.608
0.1489,148.9,5.6284,0.1489,148.9,11.249,0.1489,148.9,1.6686
0.14913,149.13,4.8111,0.14913,149.13,9.6721,0.14913,149.13,1.3863
0.14937,149.37,3.1596,0.14937,149.37,5.1598,0.14937,149.37,1.7503
0.14961,149.61,2.9599,0.14961,149.61,5.1996,0.14961,149.61,1.3819
0.14984,149.84,3.9957,0.14984,149.84,7.7985,0.14984,149.84,1.3164
0.15008,150.08,3.6894,0.15008,150.08,6.7834,0.15008,150.08,1.5094
0.15031,150.31,2.2206,0.15031,150.31,3.665,0.15031,150.31,1.2028
0.15055,150.55,4.1654,0.15055,150.55,8.4492,0.15055,150.55,1.1472
0.15079,150.79,4.1051,0.15079,150.79,8.1655,0.15079,150.79,1.2442
0.15102,151.02,2.4622,0.15102,151.02,4.3921,0.15102,151.02,1.1024
0.15126,151.26,2.8678,0.15126,151.26,4.8966,0.15126,151.26,1.4384
0.1515,151.5,2.515,0.1515,151.5,3.1898,0.1515,151.5,2.0395
0.15173,151.73,2.5023,0.15173,151.73,3.916,0.15173,151.73,1.5062
0.15197,151.97,2.2521,0.15197,151.97,3.9005,0.15197,151.97,1.0907
0.15221,152.21,1.5835,0.15221,152.21,2.2485,0.15221,152.21,1.115
0.15244,152.44,1.5761,0.15244,152.44,2.2935,0.15244,152.44,1.0706
0.15268,152.68,1.4737,0.15268,152.68,2.2855,0.15268,152.68,0.9017
0.15291,152.91,2.355,0.15291,152.91,4.4773,0.15291,152.91,0.85964
0.15315,153.15,1.8222,0.15315,153.15,3.0272,0.15315,153.15,0.97316
0.15339,153.39,1.6242,0.15339,153.39,2.389,0.15339,153.39,1.0853
0.15362,153.62,2.0555,0.15362,153.62,3.3864,0.15362,153.62,1.1178
0.15386,153.86,1.3645,0.15386,153.86,2.0061,0.15386,153.86,0.9125
0.1541,154.1,1.5269,0.1541,154.1,2.1439,0.1541,154.1,1.0921
0.15433,154.33,1.4694,0.15433,154.33,2.1082,0.15433,154.33,1.0193
0.15457,154.57,1.3148,0.15457,154.57,1.9263,0.15457,154.57,0.88388
0.15481,154.81,1.2611,0.15481,154.81,1.6272,0.15481,154.81,1.0031
